[2026-03-25T05:52:38.794Z] GET http://localhost:5173/node_modules/.pnpm/vite@8.0.2_@types+node@24.12.0/node_modules/vite/dist/client/env.mjs → 200 (163ms, 3478B)
[2026-03-25T05:52:38.794Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-BoAXSpZd.js?v=4499d2cb → 200 (?ms, 7521B)
[2026-03-25T05:52:38.795Z] GET http://localhost:5173/node_modules/.vite/deps/client-DNi2f_-5.js?v=4499d2cb → 200 (?ms, 821150B)
[2026-03-25T05:52:38.796Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-runtime.js?v=4499d2cb → 200 (?ms, 10947B)
[2026-03-25T05:52:38.796Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom.js?v=4499d2cb → 200 (?ms, 14728B)
[2026-03-25T05:52:38.951Z] GET http://localhost:5173/node_modules/.vite/deps/zustand.js?v=4499d2cb → 200 (1ms, 2149B)
[2026-03-25T05:52:38.954Z] GET http://localhost:5173/node_modules/.vite/deps/react-router-dom.js?v=4499d2cb → 200 (1ms, 390895B)
[2026-03-25T05:52:38.955Z] GET http://localhost:5173/src/layouts/AppLayout.tsx → 200 (4ms, 11725B)
[2026-03-25T05:52:38.960Z] GET http://localhost:5173/node_modules/.vite/deps/@ant-design_icons.js?v=4499d2cb → 200 (?ms, 2427008B)
[2026-03-25T05:52:38.960Z] GET http://localhost:5173/src/layouts/AppLayout.module.css → 200 (3ms, 4580B)
[2026-03-25T05:52:38.960Z] GET http://localhost:5173/node_modules/.vite/deps/ref-onVvw9YY.js?v=4499d2cb → 200 (?ms, 162905B)
[2026-03-25T05:52:39.345Z] GET http://localhost:5173/src/pages/Documents/index.tsx → 200 (8ms, 37278B)
[2026-03-25T05:52:39.352Z] GET https://fonts.gstatic.com/s/outfit/v15/QGYvz_MVcBeNP4NJtEtq.woff2 → 200 (2ms, 32292B)
[2026-03-25T05:52:39.362Z] GET http://localhost:5173/src/hooks/index.ts → 200 (?ms, 1299B)
[2026-03-25T05:52:39.362Z] GET http://localhost:5173/src/pages/Documents/Documents.module.css → 200 (2ms, 7771B)
[2026-03-25T05:52:39.365Z] GET http://localhost:5173/src/hooks/useDocuments.ts → 200 (2ms, 4294B)
[2026-03-25T05:52:39.365Z] GET http://localhost:5173/src/hooks/useSessions.ts → 200 (2ms, 4195B)
[2026-03-25T05:52:39.365Z] GET http://localhost:5173/src/hooks/useProviders.ts → 200 (3ms, 6986B)
[2026-03-25T05:52:39.368Z] GET http://localhost:5173/src/services/index.ts → 200 (2ms, 1237B)
[2026-03-25T05:52:39.370Z] GET http://localhost:5173/src/services/documents.ts → 200 (3ms, 2561B)
[2026-03-25T05:52:39.371Z] GET http://localhost:5173/src/services/chat.ts → 200 (1ms, 4613B)
